State,Station Description,ICAO,Country
  ,PLEIKU CITY     ,VVPK,VN
  ,PHU QUOC        ,VVPQ,VN
  ,QUI NHO'N       ,VVQN,VN
  ,HO CHI MINH/TANS,VVTS,VN
  ,VINH            ,VVVH,VN
  ,VUNG TAU        ,VVVT,VN
  ,YANGON INTL MYAN,VYYY,VN
  ,HASANUDDIN/UJUNG,WAAA,ID
  ,BAU-BAU/BETO AMB,WAAB,ID
  ,KOLAKA/POMALAA  ,WAAP,ID
  ,SOROAKO/LUWU    ,WAAS,ID
  ,KENDARI/WOLTER(A,WAAU,ID
  ,BIAK/FRANS KAISI,WABB,ID
  ,NABIRE/IRIAN JAY,WABI,ID
  ,KOKONAO/TIMUKA  ,WABN,ID
  ,SERUI/YENDOSA   ,WABO,ID
  ,ENAROTALI       ,WABT,ID
  ,SELAPARANG      ,WADA,ID
  ,BALI INTL       ,WADD,ID
  ,BANDARA         ,WADL,ID
  ,SARMI/ORAI      ,WAJI,ID
  ,JAYAPURA/SENTANI,WAJJ,ID
  ,WAMENA/IRIAN JAY,WAJW,ID
  ,MERAUKE/MOPAH   ,WAKK,ID
  ,TANAH MERAH     ,WAKT,ID
  ,GALELA/GAMARMALA,WAMA,ID
  ,GORONTALO/JALAL ,WAMG,ID
  ,TAHUNA/NAHA     ,WAMH,ID
  ,TOLI-TOLI/LALOS ,WAMI,ID
  ,PALU/MUTIARA    ,WAML,ID
  ,MENADO/SAM RATUL,WAMM,ID
  ,MALANGUANE/TALAU,WAMN,ID
  ,POSO/KASIGUNCU  ,WAMP,ID
  ,MOROTAI/PITU    ,WAMR,ID
  ,TERNATE/BABULLAH,WAMT,ID
  ,LUWUK/BUBUNG    ,WAMW,ID
  ,AMAHAI          ,WAPA,ID
  ,LABUHA/TALIABU  ,WAPH,ID
  ,SAUMLAKI        ,WAPI,ID
  ,SANANA          ,WAPN,ID
  ,AMBON/PATTIMURA ,WAPP,ID
  ,NAMLEA/BURU ISLA,WAPR,ID
  ,JUANDA          ,WARR,ID
  ,ACHMAD YANI     ,WARS,ID
  ,ADI SUMARMO WIRY,WARQ,ID
  ,FAK-FAK/TOREA   ,WASF,ID
  ,KAIMANA/UTAROM  ,WASK,ID
  ,MANOKWARI/RENDAN,WASR,ID
  ,SORONG/JEFMAN   ,WASS,ID
  ,SABANG/CUT BAU  ,WIAA,ID
  ,MENGGALA/ASTRA K,WIAG,ID
  ,CIBEUREM/TASIK(A,WIAM,ID
  ,MADIUN/ISWAHYUD ,WIAR,ID
  ,MALANG/ABDUL (AF,WIAS,ID
  ,PAKANBARU/SIMPAN,WIBB,ID
  ,HANG NADIM      ,WIDD,ID
  ,HALIM PERDANAKUS,WIHH,ID
  ,CURUG/BUDIARTO  ,WIIA,ID
  ,BANDUNG/HUSEIN(A,WIIB,ID
  ,JAKARTA/KEMAYOR ,WIID,ID
  ,HALIM INTL(CIV/M,WIIH,ID
  ,SOEKARNO-HATTA I,WIII,ID
  ,ADISUCIPTO/JOGYA,WIIJ,ID
  ,ADI SUTJIPTO    ,WARJ,ID
  ,KALIJATI        ,WIIK,ID
  ,CILACAP/TUNGGUL ,WIIL,ID
  ,ACHMAD YANI (ARM,WIIS,ID
  ,TELUKBETUNG/BRAN,WIIT,ID
  ,HANG NADIM      ,WIKB,ID
  ,TANJUNG PANDAN/B,WIKD,ID
  ,PANGKALPINANG   ,WIKK,ID
  ,TANJUNGPINANG/KI,WIDN,ID
  ,SINGKEP/DABO    ,WIKS,ID
  ,GUNUNG SITOLI/BI,WIMB,ID
  ,PADANG/TABING   ,WIMG,ID
  ,MEDAN/POLONIA (M,WIMM,ID
  ,SIBOLGA/PINANGSO,WIMS,ID
  ,TEBINGTINGGI/PAB,WIMT,ID
  ,SINGKAWANG II   ,WIOI,ID
  ,KETAPANG/RAHADI ,WIOK,ID
  ,RANAI (MIL/CIV) ,WION,ID
  ,PONTIANAK/SUPADI,WIOO,ID
  ,SINTANG/SUSILO(A,WIOS,ID
  ,JAMBI/SULTAN TAH,WIPA,ID
  ,KERINCI/DEPATI P,WIPH,ID
  ,DEPATI AMIR     ,WIPK,ID
  ,BENGKULA/PADANGK,WIPL,ID
  ,PALEMBANG/SULTAN,WIPP,ID
  ,RENGAT/JAPURA   ,WIPR,ID
  ,MINANGKABAU INTL,WIPT,ID
  ,TAPAK TUAN/TEUKU,WITA,ID
  ,MEULABOH/CUT NYA,WITC,ID
  ,LHOKSEUMAWE/MALI,WITM,ID
  ,BANDA ACEH/BLANG,WITT,ID
  ,BANJARMASIN/SYAM,WRBB,ID
  ,SYAMSUDIN NOOR  ,WAOO,ID
  ,PANGKALAN BUN/IS,WRBI,ID
  ,KOTABARU/SETAGEN,WRBK,ID
  ,MUARATEWE/BERING,WRBM,ID
  ,PANARUNG/PALANGK,WRBP,ID
  ,ATAMBUA/HALIWEN ,WRKA,ID
  ,MAUMERE/WAI OTI ,WRKC,ID
  ,ENDEH/IPI       ,WRKE,ID
  ,KUPANG/EL TARI  ,WRKK,ID
  ,EL TARI         ,WATT,ID
  ,LARANTUKA/GEWAYE,WRKL,ID
  ,ALOR/MALI/KALABA,WRKM,ID
  ,ROTE/BAA/LEKUNIK,WRKR,ID
  ,SABU/TARDAMU    ,WRKS,ID
  ,LONGBAWAN/JUVAI ,WRLB,ID
  ,TANJUNG SELOR   ,WRLG,ID
  ,TANAHGROGOT     ,WRLH,ID
  ,TANJUNG REDEP/BE,WRLK,ID
  ,BALIKPAPAN/SEPIN,WRLL,ID
  ,SEPINGGAN       ,WALL,ID
  ,TARAKAN/JUWATA  ,WALR,ID
  ,SAMARINDA/TEMIND,WRLS,ID
  ,SANGKULIRANG    ,WRLU,ID
  ,AMPENAN/SELAPARA,WRRA,ID
  ,BIMA/MOHAMMAD SA,WRRB,ID
  ,SUMBAWA BESAR   ,WRRS,ID
  ,WAINGAPU/MAU HAU,WRRW,ID
  ,SURABAYA/JUANDA ,WRSJ,ID
  ,SURABAYA/PERAK  ,WRSP,ID
  ,SURAKARTA/ADISUM,WRSQ,ID
  ,SURABAYA/GEDANGA,WRSS,ID
  ,BINTULU/KALIMANT,WBGB,MY
  ,KUCHING (CIV/MIL,WBGG,MY
  ,MIRI/KALIMANTAN ,WBGR,MY
  ,SIBU            ,WBGS,MY
  ,SIMANGGANG      ,WBGY,MY
  ,KOTA KINABALU IN,WBKK,MY
  ,LABUAN (AFB)    ,WBKL,MY
  ,SANDAKAN/KALIMAN,WBKS,MY
  ,KUDAT           ,WBKT,MY
  ,TAWAU/KALIMANTAN,WBKW,MY
  ,BRUNEI INTL AIRP,WBSB,MY
  ,MERSING         ,WMAU,MY
  ,SITIAWAN        ,WMBA,MY
  ,S ABDUL HALIM   ,WMKA,MY
  ,BUTTERWORTH(AUS-,WMKB,MY
  ,KOTA BHARU/SULTA,WMKC,MY
  ,KUANTAN (AFB)   ,WMKD,MY
  ,KERTEH          ,WMKE,MY
  ,SIMPANG (AFB)   ,WMKF,MY
  ,IPOH            ,WMKI,MY
  ,JOHORE BHARU/SEN,WMKJ,MY
  ,KUALA LUMPUR/SUB,WMKK,MY
  ,LANGKAWI INTL AR,WMKL,MY
  ,MALACCA         ,WMKM,MY
  ,KUALA TRENGGANU ,WMKN,MY
  ,PENANG/BAYAN LEP,WMKP,MY
  ,KUALA LUMPUR SA ,WMSA,MY
  ,DILLI ARPT/TIMOR,WPDL,TP
  ,BAUCAU/TIMOR ISL,WPEC,TP
  ,OE-CUSSE/TIMOR I,WPOC,TP
  ,VIQUEQUE/TIMOR I,WPVQ,TP
  ,PAYA LEBAR      ,WSAP,SG
  ,SINGAPORE/TENGAH,WSAT,SG
  ,SINGAPORE/SELETA,WSSL,SG
  ,SINGAPORE/CHANGI,WSSS,SG
  ,HONIARA/HENDERSO,AGGH,SB
  ,SANTA CRUZ ISLAN,AGGL,SB
  ,MUNDA/NEW GEORGI,AGGM,SB
  ,MADANG AIRPORT  ,AYMD,PG
  ,PORT MORESBY INT,AYPY,PG
  ,RABAUL/NEW BRITA,AYRB,PG
  ,WEWAK INTL AIRPO,AYWK,PG
  ,ALOTAU          ,AYGN,PG
  ,MOUNT HAGEN     ,AYMH,PG
  ,MOMOTE MANUS IS ,AYMO,PG
  ,NADZAB          ,AYNZ,PG
  ,VANIMO AIRPORT  ,AYVN,PG
  ,ALBANY AIRPORT  ,YABA,AU
  ,AMBERLEY        ,YAMB,AU
  ,ARGYLE AERO     ,YARG,AU
  ,AYERS ROCK      ,YAYE,AU
  ,ARCHEFIELD/BRISB,YBAF,AU
  ,AMBERLEY (AUS-AF,YBAM,AU
  ,ALICE SPRINGS AR,YBAS,AU
  ,BRISBANE INTL AR,YBBN,AU
  ,COOLANGATTA AWS ,YBCG,AU
  ,CAIRNS AIRPORT  ,YBCS,AU
  ,CHARLEVILLE ARPT,YBCV,AU
  ,BIRDSVILLE      ,YBDV,AU
  ,GLADSTONE       ,YBGL,AU
  ,BROKEN HILL     ,YBHI,AU
  ,HAMILTON ISLAND ,YBHM,AU
  ,LONGREACH AIRPOR,YBLR,AU
  ,MOUNT ISA AIRPOR,YBMA,AU
  ,MACKAY          ,YBMK,AU
  ,BALLINA BYRON G.,YBNA,AU
  ,OAKEY (ARMY/CIV),YBOK,AU
  ,PROSPERINE AIRPO,YBPN,AU
  ,ROCKHAMPTON AIRP,YBRK,AU
  ,BROOME AIRPORT  ,YBRM,AU
  ,TOWNSVILLE(CIV/M,YBTL,AU
  ,BUNDABERG       ,YBUD,AU
  ,WEIPA           ,    ,AU
  ,WEIPA CITY      ,YBWP,AU
  ,BARROW ISLAND   ,YBWX,AU
  ,CARNARVON       ,YCAR,AU
  ,CASINO AIRPORT  ,YCAS,AU
  ,COBAR AIRPORT   ,YCBA,AU
  ,COONABARABRAN   ,YCBB,AU
  ,COOBER PEDY     ,YCBP,AU
  ,CLONCURRY       ,YCCY,AU
  ,CEDUNA AIRPORT  ,YCDU,AU
  ,COONAMBLE       ,YCNM,AU
  ,COFFS HARBOUR   ,YCFS,AU
  ,CURTIN/DERBY    ,YCIN,AU
  ,COOMA SNOWY MTNS,YCOM,AU
  ,DERBY           ,YDBY,AU
  ,GOVE AIRPORT    ,YDGV,AU
  ,TENNANT CREEK AR,YDTC,AU
  ,YULARA AWS      ,YDYL,AU
  ,EMERALD ARPT    ,YEML,AU
  ,ESPERANCE ARPT  ,YESP,AU
  ,FORREST         ,YFRT,AU
  ,GERALDTON       ,YGEL,AU
  ,GRAFTON ARPT    ,YGFN,AU
  ,GLADSTONE       ,YGLA,AU
  ,GROOTE EYLANDT  ,YGTE,AU
  ,GRIFFITH ARPT   ,YGTH,AU
  ,HORN ISLAND     ,YHID,AU
  ,HUGHENDEN ARPT  ,YHUG,AU
  ,KINGAROY ARPT   ,YKRY,AU
  ,LEIGH CREEK     ,YLEC,AU
  ,LISMORE ARPT    ,YLIS,AU
  ,LONGREACH ARPT  ,YLRE,AU
  ,MUDGEE ARPT     ,YMDG,AU
  ,MEEKATHARRA ARPT,YMEK,AU
  ,MERIMBULA ARPT  ,YMER,AU
  ,MILDURA ARPT    ,YMIA,AU
  ,MOREE ARPT      ,YMOR,AU
  ,MOUNT GAMBIER   ,YMTG,AU
  ,NARRANDERA      ,YNAR,AU
  ,NARRABRI        ,YNBR,AU
  ,NORMANTON       ,YNTN,AU
  ,NEWMAN ARPT     ,YNWN,AU
  ,OLYMPIC DAM ARPT,YOLD,AU
  ,GOVE AIRPORT    ,YPGV,AU
  ,JANDAKOT        ,YPJT,AU
  ,PORT MACQUARIE  ,YPMQ,AU
  ,AVALON AIRPORT  ,YMAV,AU
  ,ALBURY AIRPORT  ,YMAY,AU
  ,DEVONPORT EAST  ,YMDV,AU
  ,MELBOURNE/ESSEND,YMEN,AU
  ,EAST SALE (AUS-A,YMES,AU
  ,HOBART/TASMANIA ,YMHB,AU
  ,LAUNCESTON AIRPO,YMLT,AU
  ,LAVERTON AERO   ,YMLV,AU
  ,MELBOURNE/MOORAB,YMMB,AU
  ,MOUNT GAMBIER AR,YMMG,AU
  ,MILDURA AIRPORT ,YMMI,AU
  ,MELBOURNE INTL A,YMML,AU
  ,MACQUARIE ISLAND,YMMQ,AU
  ,WYNYARD WEST    ,YMWY,AU
  ,ADELAIDE INTL AR,YPAD,AU
  ,BROKEN HILL     ,YPBH,AU
  ,PARABURDOO      ,YPBO,AU
  ,COCOS ISL INTL A,YPCC,AU
  ,DARWIN (CIV/MIL),YPDN,AU
  ,PEARCE (AUS-AFB),YPEA,AU
  ,EDINBURGH (AUS-A,YPED,AU
  ,FORREST AIRPORT ,YPFT,AU
  ,GERALDTON AIRPOR,YPGN,AU
  ,KALGOORLIE/BOULD,YPKG,AU
  ,KUNUNURRA AIRPOR,YPKU,AU
  ,LEIGH CREEK S. A,YPLC,AU
  ,LEARMOUTH       ,YPLM,AU
  ,MEEKATHARRA AIRP,YPMR,AU
  ,PORT HEDLAND ARR,YPPD,AU
  ,ADELAIDE/PARAFIE,YPPF,AU
  ,PERTH INTL/BELMO,YPPH,AU
  ,KATHERINE/TINDAL,YPTN,AU
  ,WOOMERA (AUS-AFB,YPWR,AU
  ,CHRISTMAS ISL (P,YPXM,AU
  ,RICHMOND        ,YRMD,AU
  ,BANKSTOWN AIRPOR,YSBK,AU
  ,CANBERRA (CIV/MI,YSCB,AU
  ,COOMA           ,YSCM,AU
  ,CAMDEN AIRPORT  ,YSCN,AU
  ,DUBBO           ,YSDU,AU
  ,NORFOLK ISLAND A,YSNF,AU
  ,NOWRA (AUS-NAVY),YSNW,AU
  ,RICHMOND (AUS-AF,YSRI,AU
  ,SYDNEY INTL AIRP,YSSY,AU
  ,TAMWORTH AIRPORT,YSTW,AU
  ,WAGGA WAGGA(CV/M,YSWG,AU
  ,WILLIAMTOWN(AUS-,YSWM,AU
  ,TELFER AIRPORT  ,YTEF,AU
  ,TENNANT CREEK   ,YTNK,AU
  ,TAREE AIRPORT   ,YTRE,AU
  ,WANGARATTA ARP  ,YWGT,AU
  ,WHYALLA AIRPORT ,YWHA,AU
  ,WILLIAMTOWN ARP ,YWLM,AU
  ,NAURU ISLAND    ,ANYN,AU
  ,AUCKLAND INTL AR,NZAA,NZ
  ,CAMPBELL ISLAND ,NZCA,NZ
  ,CHRISTCHURCH INT,NZCH,NZ
  ,CHATHAM ISL/TUUT,NZCI,NZ
  ,DUNEDIN AIRPORT ,NZDN,NZ
  ,GISBORNE AERODRO,NZGS,NZ
  ,HOKITIKA AERODRO,NZHK,NZ
  ,KAIKOURA        ,NZKI,NZ
  ,KAITAIA         ,NZKT,NZ
  ,MILFORD SOUND   ,NZMF,NZ
  ,NEW PLYMOUTH AER,NZNP,NZ
  ,INVERCARGILL AER,NZNV,NZ
  ,OHAKEA (NZ-AFB) ,NZOH,NZ
  ,OAMARU ARPT (AUT,NZOU,NZ
  ,PARAPARAUMU AERO,NZPP,NZ
  ,RAOUL ISL/KERMAD,NZRN,NZ
  ,ROTORUA AERODROM,NZRO,NZ
  ,TAURANGA AERO AW,NZTG,NZ
  ,BLEHEIM/WOODBOUR,NZWB,NZ
  ,WELLINGTON INTL ,NZWN,NZ
  ,WHENUAPAI (NZ-AF,NZWP,NZ
  ,WESTPORT HARBOUR,NZWS,NZ
  ,WILLIAMS FIELD  ,NZCM,AQ
  ,AMUNDSEN-SCOTT  ,NZSP,AQ
  ,PEGASUS FIELD   ,NZPG,AQ
  ,MCMURDO WILLIAMS,NZWD,AQ
  ,MCMURDO ICE RNWY,NZIR,AQ
  ,SOLA/VANUA LAVA ,NVSC,VU
  ,LONGANA AIRPORT ,NVSG,VU
  ,LAMAP/MALEKOULA ,NVSL,VU
  ,PEKOA ARPT/SANTO,NVSS,VU
  ,ANELGHOWHAT ARPT,NVVA,VU
  ,BAUERFIELD/EFATE,NVVV,VU
  ,TANNA           ,NVVW,VU
  ,ILS DES PINS/MOU,NWWE,NC
  ,KOUMAC          ,NWWK,NC
  ,OUANAHAM/WANAHAM,NWWL,NC
  ,MAGENTA         ,NWWM,NC
  ,NOUMEA/CALEDONI ,NWWN,NC
  ,LA ROCHE/MARE IS,NWWR,NC
  ,TOUHO           ,NWWU,NC
  ,OUVEA OULOUP/FAY,NWWV,NC
  ,NANDI FIJI      ,NFFN,FJ
  ,LAUTHALA BAY    ,NFLB,FJ
  ,NAUSORI FIJI    ,NFNA,FJ
  ,LAMBASA AIRPORT ,NFNL,FJ
  ,FUA AMOTU TONGA ,NFTF,FJ
  ,FUNAFUTI TUVALU ,NGFU,FJ
  ,TARAWA KIRIBATI ,NGTA,FJ
  ,TARAWA KIRIBATI ,NGTT,FJ
  ,LAKEMBA ISLAND  ,NFNK,FJ
  ,MATEI/TAVEUNI IS,NFNM,FJ
  ,ROTUMA ISLAND   ,NFNR,FJ
  ,SAVUSAVU AIRPORT,NFNS,FJ
  ,HA'APAI/LIFUKA I,NFTL,FJ
  ,VAVA'U ISLAND   ,NFTV,FJ
  ,BERU ISLAND     ,NGBR,FJ
  ,NANUMEA ISLAND  ,NGFO,FJ
  ,ARORAE ISLAND   ,NGTR,FJ
  ,BUTARITARI ATOLL,NGTU,FJ
  ,FUTUNA ISL/MAOPO,NLWF,FJ
  ,PAGO PAGO       ,NSTU,WS
  ,FALEOLO INT/APIA,NSFA,WS
  ,RAROTONGA COOK I,NCRG,WS
  ,ALOFI COOK IS   ,NIUE,WS
  ,HIHIFO ILE WALLI,NLWW,WS
  ,TAHITI-FAAA POLY,NTAA,WS
  ,LA TONTOUTA NLLE,NWWW,WS
  ,APIA/UPOLU ISLAN,NSAP,WS
  ,ASAU/SAVAI'I ISL,NSAU,WS
  ,RURUTU ISLAND   ,NTAR,WS
  ,TUBUAI ISLAND   ,NTAT,WS
  ,REAO ISLAND     ,NTGE,WS
  ,BORA-BORA/MOTU-M,NTTB,WS
  ,RANGIROA/TUAMOTO,NTTG,WS
  ,HAO/TUAMOTO (MIL,NTTO,WS
  ,UTUROA/SOCIETY I,NTTR,WS
  ,MORUROA ATOLL (M,NTTX,WS
  ,AMURI/AITUTAKI I,NCAI,WS
  ,MANIHIKI ISLAND ,NCMH,WS
  ,MAUKE ISLAND    ,NCMK,WS
  ,PENRHYN ISLAND  ,NCPY,WS
  ,RAKAHANGA ATOLL ,NCRK,WS
  ,HILL 494 TAC210 ,KQAA,DE
  ,UEBUNGSDORF     ,KQAB,DE
  ,BROMBERG        ,KQAC,DE
  ,SENNELAGER      ,KQAK,DE
  ,HANAU AAF       ,KQAO,DE
  ,GRAFENWOEHR AAF ,KQII,DE
  ,SCHWEINFURT 7WS ,KQKT,DE
  ,SEIGENBURG RANGE,KQKW,DE
  ,WURZBURG LEIGHTN,KQLB,DE
  ,GRAFENWOHR      ,KQQL,DE
  ,GRAFENWOHR      ,KQUB,DE
  ,RAF BENSON      ,KQCY,GB
  ,FAIRFORD        ,KQOF,GB
  ,AKROTIRI        ,KQDA,CY
  ,GE MAINE TEAM ZA,KQLA,HR
  ,ADANA/INCIRLIK  ,EQYK,TR
  ,HELIDAT FARKE   ,KQDO,AL
  ,CAMP HARMON TUZL,KQLH,BA
  ,CAMP HAMPTON    ,KQLX,BA
  ,SAREJEVO BUTIMIR,KQKO,BA
  ,DET 7 GUARD BASE,KQKP,BA
  ,CAMP ZENICA     ,KQKU,BA
  ,RMWS64 MT VIS   ,KQLU,BA
  ,LAPIINA         ,KQOP,BA
  ,DOBJ            ,    ,BA
  ,CAMP MCGOVERN   ,KQQM,BA
  ,RAJILOVAK       ,KQUA,BA
  ,CAMP BONDSTEEL  ,KQUK,KV
  ,KOSOVSKA        ,KQLC,KV
  ,CAMP MONTEITH   ,KQOO,KV
  ,CAMP NOTHING HIL,KQND,KV
  ,BURGAS          ,KQHD,BG
  ,CHIEVRES        ,KQIH,BE
  ,TASZAR USAREUR-F,KQKB,HU
  ,KAPOSJULAK      ,KQKH,HU
  ,FINDERUP        ,KQKM,DK
  ,BRUNSUMM        ,KQKQ,NL
  ,LAJES AB        ,EQYL,PT
  ,ISTRES TAL SITE ,KQBB,ES
  ,MORON AB        ,EQYM,ES
  ,ROTA (NEMOD)    ,EQYR,ES
  ,ZARAGOZA AB NASA,EQYZ,ES
  ,SOUDA BAY NAS   ,KQNC,GR
  ,SOUDA BAY NAS   ,EQYG,GR
  ,SIGONELLA NAS   ,EQYS,IT
  ,CAPODICINO NEMOD,EQYN,IT
  ,NAPLES          ,KQLQ,IT
  ,AVIANO AB       ,KQHJ,IT
  ,AVIANO AB       ,KQHK,IT
  ,KEFLAVIK NEMOD  ,EQKE,IS
  ,SKOPJE          ,KQUH,BA
  ,AL KHARJI       ,KQUZ,SA
  ,ESKAN VILLAGE   ,KQAS,SA
  ,AL UDEID        ,KQIR,QA
  ,CAMP ARIFJAN    ,KQAY,KW
  ,ALI AL SALEM    ,KQGV,KW
  ,CAMP UDARI      ,KQWM,KW
  ,DIWANIYAH       ,KQAD,IQ
  ,AL MUSAYYIB FOB ,KQAE,IQ
  ,AL ASAD     ORAA,KQAJ,IQ
  ,AL TAJI     ORTI,KQAQ,IQ
  ,BAYJI           ,KQBJ,IQ
  ,QAYYARAH W  ORQW,KQCO,IQ
  ,AL KUT DELTA FOB,KQCQ,IQ
  ,AL TAQADDUM ORAT,KQEZ,IQ
  ,BASE BERNSTEIN  ,KQLV,IQ
  ,AL FALLUJAH     ,KQMA,IQ
  ,ERBIL           ,KQNL,IQ
  ,CAMP RAMADI     ,KQPV,IQ
  ,AL SAHRA    ORSH,KQSL,IQ
  ,TALL AFAR   ORTF,KQTI,IQ
  ,BALAD       ORBD,KQTO,IQ
  ,MOSUL       ORBM,KQTU,IQ
  ,KIRKUK      ORKK,KQTX,IQ
  ,BAGHDAD     ORBI,KQTZ,IQ
  ,AL QAIM     ORAQ,KQVO,IQ
  ,TALLIL      ORTL,KQXJ,IQ
  ,BASRAH          ,KQBS,IQ
  ,BASRAH AIR STN  ,EQBR,IQ
  ,FOB COBRA       ,KQXF,IQ
  ,FOB WAR HORSE   ,KQOL,IQ
  ,FOB GARY OWEN   ,KQXR,IQ
  ,TARIN KOWT      ,KQA7,AF
  ,ASADABAD FOB    ,KQCC,AF
  ,WAZA KHWA       ,KQCJ,AF
  ,SALERNO         ,KQD9,AF
  ,ORGUN E         ,KQDM,AF
  ,COP ARYAN       ,KQIU,AF
  ,KANDAHAR AB     ,KQKA,AF
  ,JALALABAD       ,KQL5,AF
  ,FOB LAGMAN      ,KQLT,AF
  ,MAIMANEH        ,KQMH,AF
  ,GARDEZ          ,KQOX,AF
  ,COP PAYNE       ,KQPA,AF
  ,GHAZNI          ,KQRY,AF
  ,BAGRAM          ,KQSA,AF
  ,SHARANA         ,KQSR,AF
  ,FOB SHUKVANI    ,KQSV,AF
  ,KANDAHAR (OAKN) ,EQDK,AF
  ,KANDAHAR        ,KQHN,AF
  ,KABUL (OAKB)    ,EQAH,AF
  ,FOB WOLVERINE   ,KQSD,AF
  ,FOB SHANK       ,KQSN,AF
  ,FOB WILSON      ,KQWL,AF
  ,FOB DWYER       ,KQXT,AF
  ,FOB SHINDAND    ,KQA4,AF
  ,FARAH PRT  KQAR ,    ,AF
  ,C. ANACONDA KQAZ,    ,AF
  ,QAL-E-NAW       ,KQQN,AF
  ,FOB TODD        ,KQTD,AF
  ,CAMP SPANN      ,KQSP,AF
  ,CAMP MARMAL     ,KQML,AF
  ,FOB KUNDUZ      ,KQLY,AF
  ,KHELEGAY        ,KQKG,AF
  ,PANJSHIR        ,KQD2,AF
  ,NARAY RMWS      ,KQVE,AF
  ,FOB KUTSCHBACH  ,KQDP,AF
  ,KABUL SOCCER FLD,KQSF,AF
  ,FOB KALAGUSH    ,KQQR,AF
  ,CAMP AIRBORNE HL,KQQS,AF
  ,FOB TORKHAM     ,KQOW,AF
  ,METHAR LAM PRT  ,KQM1,AF
  ,COP CHEROKEE    ,KQLD,AF
  ,FOB CONNOLLY    ,KQCN,AF
  ,HERRERA HLZ     ,KQBR,AF
  ,COP WILDERNESS  ,KQB6,AF
  ,FOB WARRIOR     ,KQC3,AF
  ,FOB FRONTENAC   ,KQPD,AF
  ,FOB SPIN BULDAK ,KQSB,AF
  ,FOB RAMROD      ,KQDX,AF
  ,FOB TILLMAN     ,KQYK,AF
  ,FOB BAYLOUGH    ,KQYL,AF
  ,FOB CHAMKANI    ,KQCK,AF
  ,VSSA WARRIOR    ,KQWR,AF
  ,FOB RUSHMORE    ,KQRU,AF
  ,FOB CLARK       ,KQCL,AF
  ,CAMP ARENA      ,KQAR,AF
  ,FOB SABIT QADAM ,KQSQ,AF
  ,SEEB/MUSCAT     ,KQGL,OM
  ,MASIRAH         ,KQIP,OM
  ,THUMRAIT        ,KQTH,OM
  ,ASHABAD         ,KQGS,TM
  ,AL DHAFRA       ,KQGX,AE
  ,BISHKEK MANAS   ,KQHT,KG
  ,JACOBABAD       ,KQJQ,PK
  ,BAHRAIN (NPMOF) ,KQNB,BH
  ,KARSI           ,KQSC,UZ
  ,DIKHIL          ,KQDD,DJ
  ,CAMP LEMONIER   ,KQRH,DJ
  ,JINBURYYONG RWS ,KQEH,KR
  ,SINNAM RWS      ,KQEI,KR
  ,BANGSAN RWS     ,KQEJ,KR
  ,GAPYONG         ,KQEL,KR
  ,DAEGWALLYEONG RW,KQEN,KR
  ,GWANGJUUP RWS   ,KQEP,KR
  ,MUNSAN RWS      ,KQEQ,KR
  ,GIMWA RWS       ,KQER,KR
  ,DAESAN RWS      ,KQES,KR
  ,YEONGJU RWS     ,KQET,KR
  ,GONGJU RWS      ,KQEV,KR
  ,SANGJU RWS      ,KQEW,KR
  ,GUMI RWS        ,KQEX,KR
  ,GEUMSAN RWS     ,KQEY,KR
  ,CAMP STANLEY    ,KQFA,KR
  ,MIRYANG         ,KQFB,KR
  ,CAMP_RED_CLOUD  ,KQFQ,KR
  ,USAG-WALKER     ,KQFS,KR
  ,YANGSU-RI       ,KQFT,KR
  ,GWANGJEOK       ,KQFU,KR
  ,SACHANG         ,KQFV,KR
  ,HONGCHEON       ,KQFW,KR
  ,BURON           ,KQFX,KR
  ,ATSUGI          ,KQNA,TR
  ,EDWIN ANDREWS AB,KQEA,PH
  ,TACLOBAN        ,KQVA,PH
  ,TACLOBAN        ,KQTA,PH
  ,GUIUAN          ,KQGU,PH
  ,ENTEBBE         ,KQUD,UG
  ,MANDA BAY       ,KQVF,KE
  ,EMBAKASI        ,KQEB,KE
  ,LAIKAPIA AIR BAS,KQLP,KE
  ,AGADEZ          ,KQAZ,NE
  ,KOURE VILLAGE   ,KQKV,NE
  ,OUAGADOUGOU     ,KQBF,BF
  ,S JOSE D GUAVIA ,KQB7,CO
  ,TRES ESQUINAS   ,KQB9,CO
  ,APIAY TMQ53     ,KQQY,CO
  ,MARANDUA        ,KQYV,CO
State,Station Description,ICAO,Country
AK,ADAK NAS        ,PADK,US
AK,AKHIOK          ,PAKH,US
AK,AMBLER          ,PAFM,US
AK,ANAKTUVUK PASS  ,PAKP,US
AK,ANCHORAGE INTL  ,PANC,US
AK,ANCHORAGE/LAKE H,PALH,US
AK,ANCHORAGE/MERRIL,PAMR,US
AK,ANGOON SEAPLANE ,PAGN,US
AK,ANIAK           ,PANI,US
AK,ANNETTE ISLAND  ,PANT,US
AK,ANVIK           ,PANV,US
AK,ARCTIC VILLAGE  ,PARC,US
AK,ATQASUK BURNELL ,PATQ,US
AK,ATKA            ,PAAK,US
AK,BARROW          ,PABR,US
AK,BARTER ISLAND   ,PABA,US
AK,BETHEL          ,PABE,US
AK,BETTLES         ,PABT,US
AK,BIG RIVER LAKES ,PALV,US
AK,BIRCHWOOD       ,PABV,US
AK,BREVIG_MISSION  ,PFKT,US
AK,BUCKLAND        ,PABL,US
AK,CANTWELL        ,PATW,US
